@relation '20180909_h1_bzr-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-R17-89-weka.filters.unsupervised.attribute.Remove-R2,4-14-weka.filters.unsupervised.attribute.Remove-R1,3-4-weka.filters.unsupervised.attribute.Remove-R2-230-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,86,85'

@attribute r.oa_total_d_vergnuegung_stock numeric
@attribute r.oa_total_d_sport_und_erholung_stock numeric
@attribute r.oa_total_d_public_service_stock numeric
@attribute r.oa_total_d_buero_stock numeric
@attribute r.oa_total_d_mobilitaet_stock numeric
@attribute r.oa_total_d_sonstiges_stock numeric
@attribute r.oa_total_d_gastronomie_stock numeric
@attribute r.oa_total_d_religion_stock numeric
@attribute r.oa_total_d_oeffentlicher_raum_stock numeric
@attribute r.oa_total_d_dienstleistung_stock numeric
@attribute r.oa_total_d_waren_stock numeric
@attribute r.oa_total_d_leerstand_stock numeric
@attribute r.oa_gastro_c_fast_food_stock numeric
@attribute r.oa_gastro_c_restaurant_stock numeric
@attribute r.oa_gastro_c_cafe_stock numeric
@attribute r.oa_gastro_t_restaurant_italiener_stock numeric
@attribute r.oa_gastro_t_restaurant_deutsch_stock numeric
@attribute r.oa_gastro_t_restaurant_indisch_stock numeric
@attribute r.oa_gastro_t_restaurant_asiatisch_stock numeric
@attribute r.oa_gastro_t_restaurant_sushi_stock numeric
@attribute r.oa_gastro_t_restaurant_griechisch_stock numeric
@attribute r.oa_gastro_t_restaurant_steakhouse_stock numeric
@attribute r.oa_gastro_t_restaurant_international_stock numeric
@attribute r.oa_gastro_t_restaurant_tuerkisch_stock numeric
@attribute r.oa_gastro_t_restaurant_sonstiges_stock numeric
@attribute r.oa_gastro_t_eisdiele_stock numeric
@attribute r.oa_gastro_t_sonstige_cafes_stock numeric
@attribute r.oa_gastro_t_kaffee_stock numeric
@attribute r.oa_gastro_t_fastfood_kebap_stock numeric
@attribute r.oa_gastro_t_fastfood_burger_stock numeric
@attribute r.oa_gastro_t_fastfood_asiatisch_stock numeric
@attribute r.oa_gastro_t_fastfood_pizza_stock numeric
@attribute r.oa_gastro_t_fastfood_pommesbude_stock numeric
@attribute r.oa_gastro_t_fast_food_sonstiges_stock numeric
@attribute r.oa_dl_c_friseur_stock numeric
@attribute r.oa_dl_c_kosmetik_und_beauty_stock numeric
@attribute r.oa_dl_c_massage_stock numeric
@attribute r.oa_dl_c_reisen_stock numeric
@attribute r.oa_dl_c_waescherei_stock numeric
@attribute r.oa_dl_c_beerdigung_stock numeric
@attribute r.oa_pubserv_c_bildung_stock numeric
@attribute r.oa_pubserv_c_sicherheit_stock numeric
@attribute r.oa_pubserv_c_sonstiges_stock numeric
@attribute r.oa_pubserv_c_sozial_stock numeric
@attribute r.oa_pubserv_c_gesundheit_stock numeric
@attribute r.oa_pubserv_c_bank_stock numeric
@attribute r.oa_waren_c_essen_und_trinken_stock numeric
@attribute r.oa_waren_c_kleidung_stock numeric
@attribute r.oa_waren_c_sonstige_waren_stock numeric
@attribute r.oa_waren_c_werkstatt_stock numeric
@attribute r.oa_waren_c_medical_stock numeric
@attribute r.oa_waren_c_print_stock numeric
@attribute r.oa_waren_c_drogerie_stock numeric
@attribute r.oa_waren_c_technik_stock numeric
@attribute r.oa_waren_c_spielzeug_und_geschenke_stock numeric
@attribute r.oa_waren_c_kunst_stock numeric
@attribute r.oa_waren_c_handwerk_stock numeric
@attribute r.oa_waren_c_sonstiger_shop_stock numeric
@attribute r.oa_vergnuegung_t_kunstzentrum_stock numeric
@attribute r.oa_vergnuegung_t_gallerie_stock numeric
@attribute r.oa_vergnuegung_t_museum_stock numeric
@attribute r.oa_vergnuegung_t_zoo_stock numeric
@attribute r.oa_vergnuegung_t_spielothek_stock numeric
@attribute r.oa_vergnuegung_t_kino_stock numeric
@attribute r.oa_vergnuegung_t_biergarten_stock numeric
@attribute r.oa_vergnuegung_t_theater_stock numeric
@attribute r.oa_vergnuegung_t_nachtclub_stock numeric
@attribute r.oa_vergnuegung_t_bordell_stock numeric
@attribute r.oa_vergnuegung_t_bar_stock numeric
@attribute r.oa_vergnuegung_t_pub_stock numeric
@attribute r.oa_sport_t_schwimmen_stock numeric
@attribute r.oa_sport_t_basketball_stock numeric
@attribute r.oa_sport_t_fussball_stock numeric
@attribute r.oa_sport_t_sportzentrum_stock numeric
@attribute r.oa_sport_t_tischtennis_stock numeric
@attribute r.oa_sport_t_sauna_stock numeric
@attribute r.oa_sport_t_tennis_stock numeric
@attribute r.oa_sport_t_kampfsport_stock numeric
@attribute r.oa_sport_t_fitnesszentrum_stock numeric
@attribute r.oa_sport_t_spielplatz_stock numeric
@attribute r.oa_sport_t_wassersport_stock numeric
@attribute r.oa_sport_t_sonstige_sportarten_stock numeric
@attribute r.oa_sport_t_sonstiges_sport_stock numeric
@attribute r.oa_sport_t_sonstiges_erholung_stock numeric
@attribute r.oa_total_d_tourismus_stock numeric
@attribute r.status_klasse_prj_bi {niedrig,hoch}

@data
0.892423,0.305949,0.596394,1.034937,0.442956,1.459954,1.424696,0,0.539729,1.695245,2.276121,0,0.610562,1.161043,1.172615,1.44821,1.448352,0.404678,1.198762,2.003337,1.245772,1.000542,1.789701,1.162214,0.919858,1.109771,1.143619,1.357572,0.241882,0.969991,0.517943,1.315801,0.690591,0.59638,0.861957,1.88452,0.94924,1.173511,0.794565,0,0.25494,2.334988,0.989832,0.308484,1.307496,2.09757,0.300874,3.08116,1.282307,0.097154,1.159422,0.421943,0.831654,0.701042,1.175414,1.849682,0,0.827827,0,4.61039,0.487637,0,1.049261,2.305195,0.845238,1.289346,1.892324,0.817972,1.168946,0.619727,0,0,0,3.147416,0.847728,5.283163,0,0,7.785714,0.337736,0,0,0,2.739418,1.530055,hoch
1.432612,0.954998,1.092939,1.217643,0.50497,2.126667,1.383538,1.213374,0.663731,2.047008,1.582865,0,0.242429,1.37492,0.959412,1.892017,0.869011,0,2.360063,1.287859,1.401494,1.125609,0,1.743322,1.251435,1.248492,1.143619,0,0,0,0,0.845872,0,0.357828,1.096028,0.757796,0.429418,1.592622,1.150227,0,0.9119,0,0.786789,1.471232,0.99772,1.250475,0.961924,0.862269,1.360434,0.610508,1.092863,0.662868,0.950195,1.601931,0,1.937219,0,1.224006,0,0,0,0,0.952107,0,0,1.169962,1.030265,2.226703,0.489559,1.405861,0,0,0,0,2.373639,0,0,2.203191,10.9,0.236416,0,0,0,1.534074,0.678324,hoch
0.452213,0.759657,1.14644,1.779024,1.415447,14.5,0.711234,0,1.050548,0.664613,0.621777,0,0.357264,1.47623,0,2.323529,2.881459,0,0.745283,0,3.098039,0,2.225352,0,1.276768,0,0,0,0,0,1.717391,1.869822,0,0,0.590169,0,0,3.716117,4.025794,0,0.878126,0,5.966486,0.796917,1.486188,0.580577,1.631243,0.907062,0.908202,0,0,0.958791,2.748778,0,0,0,0,0.295073,0,0,0,0,0,0,8.283333,0,0,0,0,2.02444,0,0,0,0,0,10.566327,0,0,0,2.026419,0,0,0,0,0.880941,hoch
0.542656,0.325567,1.480818,1.976693,0.688596,0,1.085568,0,1.064017,1.329226,1.243553,0,1.053313,0.967185,1.04212,0.913387,1.887852,0,0.976578,0,0,0,1.457989,2.524811,0.97592,0.904081,1.656276,0,0.525468,0,1.125187,1.225056,2.250375,1.295585,1.180337,0,0.751481,0.929029,1.006448,3.190252,0.934779,0,0,1.850905,1.150597,0.898959,1.151466,0.453531,1.059569,2.060464,1.053832,1.438187,1.374389,1.158539,0,0,0,0.737682,0,0,3.982372,103.541667,0,0,0,0,0,2.226703,0.734338,0.843517,0,0,0,7.343972,0,0,0,7.343972,0,0,0,0,0,2.55679,0.220235,hoch
0.259531,0.778531,1.439281,0.567225,1.28987,3.467391,0.698214,0,1.004872,0.953575,1.019559,0,0.522155,1.396072,0,0.679186,2.807575,0,0,0,0,0,3.252438,0,2.177053,0,0,0,1.172198,0,0,2.732817,0,0,0.295084,0,1.502963,1.858059,4.025794,6.380503,0.878126,0,1.94824,4.553813,0.926455,0.663517,1.59526,0.19842,0.529784,1.545348,1.844206,0.838942,0,0,0,2.451793,3.162812,0.516378,0,0,0,0,0,0,0,0,0,6.680108,0,1.265275,0,0,0,0,5.934097,0,0,0,0,0,0,0,0,0,0.473984,hoch
0.648607,0.535058,0.899245,1.063186,0.480108,1.083192,1.426154,0.618017,0.772716,2.234183,1.552707,0,0.678802,1.184049,0.829609,1.765882,0.644091,1.349719,0.999556,1.909062,0.692503,1.66855,0.497432,0.861406,1.094015,0,1.977788,0,0.71711,0,0.383887,0.41796,0,0.972451,0.786892,0.884096,1.60316,0.990965,2.14709,0,0.689956,0,0.48706,2.276907,1.312477,0.995276,0.981698,1.139642,1.304085,1.162313,1.134896,0.516272,0.986741,0.207943,0.319597,1.005864,0,1.006274,0,0,0,0,0,0,0,0,1.159049,0,0.82613,1.897912,0,0,0,0,0.539463,0,0,2.002901,0,1.289539,0,0,0,2.091919,1.776838,hoch
0.647822,1.554647,2.150686,2.831728,0.508885,2.472868,1.110814,0,0.868253,1.473483,0.954355,4.791182,0.819243,1.137865,0.694747,1.522312,0.629284,0,0,1.865176,2.02975,3.260386,2.915979,0,1.115337,0.904081,0.828138,0,0.525468,0,1.125187,2.450112,2.250375,0.518234,0.817157,0,1.38735,2.572697,0.929029,2.944848,1.137573,3.29021,1.859684,1.304047,0.663257,0.844476,1.471317,0.604708,1.009113,0.784939,0.702554,1.278388,1.832519,0,0,0,0,0.590146,0,0,3.413462,0,0,5.378788,0,3.008475,0,0,0,1.446029,5.917143,0,0,3.147416,1.695456,0,0,3.147416,3.892857,0.168868,0,0,0,1.643651,0.450714,hoch
0.706715,0.787419,1.946282,1.103271,0.576499,0,1.483406,2.308746,0.766769,1.174665,1.301393,2.613372,0.860453,1.115428,0.709424,1.367937,1.285158,1.615861,0.797768,2.285497,1.658105,1.331707,1.191034,0,0.911121,0,1.353014,0.722764,0.643884,0.645522,1.378751,0.500375,1.838334,0.846692,1.118214,0.418782,1.89848,0.586755,0.635652,0,1.732194,0,0,0.262,0.666286,0.572624,1.304995,0.423296,1.049478,1.255902,1.124087,0.767033,0.366504,0.926832,1.89932,0.747213,0.963905,0.708175,0,0,1.706731,0,0,2.689394,0,1.504237,0,2.862903,0,1.446029,0,0,0,1.694763,2.738814,5.68956,0,1.694763,0,0.545574,0,0,0,0.590028,0.491688,hoch
0.645321,0.774322,1.363334,0.705199,2.183655,0,0.400638,0,0.552575,0.197588,0.871447,0,0.565668,1.37492,0,1.471569,0,0,2.360063,0,0,0,0,0,2.021549,0,0,0,2.539763,0,0,0,0,0,1.770506,0,0,0,0,0,1.811135,0,0,0,0.607986,0.580577,2.076128,0.577221,0.385298,0,0,0,1.749222,0,0,0,0,0.375547,9.272388,0,0,0,4.284483,0,0,0,0,0,0,1.265275,0,0,0,0,0,0,0,0,0,2.364155,0,0,0,0,1.178556,hoch
0.191015,2.864993,1.361971,0.417478,1.878489,0,0.751063,0,0.768032,0,0.351748,0,0.535896,1.389393,0,2.323529,2.881459,0,0.745283,0,0,0,0,0,1.489562,0,0,0,0.80203,0,0,1.869822,0,0.395494,0,0,0,0,0,0,1.561113,0,0,0.708371,0.480384,1.032138,1.074701,0.423296,1.130207,0,1.967153,3.579487,2.565526,0,0,0,0,1.101605,0,0,11.947115,0,0,0,0,0,0,0,0,1.265275,3.3136,0,0,0,0,0,0,0,0,0.283699,5.569076,0.627576,0,3.681778,1.511694,hoch
0.57588,0.691,1.263424,0.484088,0.712017,3.55102,1.338434,0.675347,0.620104,1.519116,1.881644,0,1.069345,0.994463,0.827986,0.967607,0.499979,1.047727,1.163867,2.963841,1.612678,1.942832,1.737604,0,0.775389,1.436621,0.328986,0.702962,1.043738,1.255673,1.340977,0.973332,1.787969,0.926432,1.07495,0.284174,1.610317,1.592622,0.431335,0,0.829341,0,1.894122,0.708371,1.20096,1.118149,0.605684,1.578183,0.783958,0.190563,1.535061,0.46554,2.002,3.000148,1.152766,0.907022,2.340116,1.241694,0,0,0,0,1.318302,5.792541,0,3.239896,1.426521,0,1.016776,0.778631,0,0,0,3.389525,1.825876,5.68956,0,1.694763,0,0.545574,0,0,0,1.180057,0.323611,hoch
1.061194,0.86818,1.14644,0.843389,0.948732,0,0.93833,0.735378,0.790156,1.417841,1.492264,0,0.649916,1.088234,1.500357,2.066458,0.776563,0.81366,0.602569,1.150853,1.252399,1.005864,0.89961,0,0.946257,3.904859,0,0,0.64845,0,1.388529,0,2.777058,0.479642,0.885253,0.331536,1.502963,0.929029,1.509673,3.190252,1.287918,0,0.909179,0.850045,1.080864,0.412855,0.980878,0.554316,1.412758,1.177408,1.405109,2.556777,0.30542,0.514906,0.395692,0,0.803254,1.049148,0,0,0,0,1.557994,0,0,0,0,0.607283,1.00137,1.61035,0,0,0,0,0.791213,0,0,2.937589,3.633333,1.260883,0,0,0,1.022716,0.234918,hoch
0.267528,2.327305,1.377655,0.584702,1.400338,0,0.719727,1.019642,0.776876,0.982957,1.018131,0,1.174849,0.761494,1.937274,0.679186,0.701894,1.470848,1.08926,2.080388,2.263952,0,0,0,0.622015,4.033591,0.923692,0,2.930496,0,1.255017,0,2.510033,0.57803,0.737711,1.326144,0,0,4.025794,3.190252,1.215867,1.856016,0.524526,0,0.914577,0.952743,1.170038,0.10241,1.093748,1.329332,3.331468,1.299007,1.862075,0.523211,0.804147,1.265441,1.632419,0.533035,0,0,5.973558,0,0,0,10.354167,0,0,0,2.203014,0,0,0,0,0.759721,0.818496,2.550493,0,0.759721,0,1.548929,0,0.541014,0,0.528991,0.244294,hoch
0.451572,1.015955,0.894386,0.123368,1.671296,0,0.794331,2.581647,0.874215,0.553059,1.053303,0,0.998238,1.019058,0.888867,2.077509,2.146969,2.249532,0.832963,0,0,0,2.487158,0,0.356744,2.313383,0,0,1.34458,0,2.879156,0,1.919437,0.663035,0.885253,0,0,4.180632,0,4.785377,0.35125,0,2.045652,3.187669,1.18895,1.083745,0.742392,0.918997,1.003802,1.301346,2.329523,0.706478,1.012708,1.280491,1.31203,2.064667,0,1.304533,4.636194,0,0,0,0,0,0,0,0,1.670027,0,1.897912,5.522667,0,0,0,0.791213,0,0,0,3.633333,1.418493,1.160224,0,0,0.511358,0.274903,hoch
0.290675,2.192342,0.767616,0.090756,1.264621,0,0.687472,0,1.199663,0.559431,0.876821,0,1.018202,0.907447,1.511074,1.324412,0.456231,0,1.062028,2.704505,1.471569,3.545669,0,0,0.606465,0.655459,1.2008,3.848718,1.142893,1.145802,0.815761,1.776331,1.631522,0.751439,0.965731,1.446702,0.819798,1.013487,1.097944,0,0.903215,0,2.337888,0.546458,0.926455,1.061627,0.71855,1.10746,1.182774,1.150027,1.71554,0.624329,2.237377,1.508795,1.739203,1.82459,0,0.864632,5.298507,0,0,0,0,5.378788,0,0,0,0,1.258865,1.084521,1.882727,1.518328,3.620629,1.001451,0.809195,0,0,0.500725,0,1.289539,0,2.49604,0,0.174327,0.657258,hoch
0.570587,0.579318,1.043176,0.767422,1.048927,0,0.90831,0.66914,1.117693,1.236376,1.109989,0,0.610921,1.121935,1.410336,2.119059,1.824924,0.764841,0.849623,0,1.177255,0,4.228169,0,0.566034,2.097467,0.96064,1.026325,1.219086,0,0,1.421065,0,0.450864,1.000721,0.345951,2.352464,0.484711,0.525104,1.664479,0.878126,1.608547,0,0.425023,1.369094,0.928924,1.147739,0.431515,1.069856,1.600361,1.145914,1.303211,1.120861,0.629885,0,0,0.982621,1.122996,0,0,1.838018,0,0,0,3.185897,1.619948,0,1.027709,0.677851,1.362604,0,0,0,2.002901,0,6.724026,0,2.002901,0,1.504462,0,0,0,0.697306,0.320637,hoch
0.286686,1.572552,0.713821,0.179021,1.351207,0,0.69499,0.624378,1.372269,0.401276,0.321782,0,0.496684,1.368213,0.245703,0.646055,2.225517,1.865465,0.345375,0,2.871353,0,0,0,2.070855,0.639472,0,0,0,2.23571,0,0,0,0.733112,1.106566,0,0,0,3.019345,4.785377,1.357104,0,0.619895,0,0.884343,0.844476,1.427338,0.39684,1.324461,1.030232,0.922103,1.677885,0,0,3.116071,0,0,0.258189,5.298507,0,0,0,0,0,23.666667,3.008475,0,0,0,0.361507,7.76625,0,0,0,0.370881,0,32.359375,0,0,0.22164,8.157826,0.980587,0,1.438194,2.29377,hoch
0.381521,0.762981,1.242613,0.555896,1.344794,2.548602,0.776381,0.484703,1.235737,0.739836,0.632303,0,1.03546,1.034685,0.682971,1.646162,1.237237,0,0.480013,0.916781,0.997674,1.602562,1.433278,0,0.959379,0.888757,0.407051,0.869767,0.774843,0.776815,1.106116,0,3.318349,1.146263,0.838661,0.418782,0.94924,1.173511,1.906955,4.029791,1.17479,0,1.382197,0.516919,1.051651,0.878712,1.260452,0.627105,0.627893,0.407005,2.550013,2.982906,1.90039,0.400483,0,0.968609,0,0.510003,0,0,9.955929,0,0,0,6.902778,1.754944,0,1.113351,0.367169,0.421758,0,0,0,2.203191,0,3.698214,51.775,0,0,1.536701,0,1.568939,0,0.383519,0.503227,hoch
0.964523,0.708572,0.987658,0.946466,1.148984,0,0.953209,0.900278,1.149081,0.843779,0.884444,0,0.928276,0.987122,1.291516,1.358371,0.467929,1.96113,0.847202,0.462308,1.006201,0.404065,1.084146,1.251616,0.933023,1.120442,1.847385,0.4386,1.041954,0,0.278893,2.125525,0,1.027609,0.85996,1.364034,1.030603,1.274097,1.380272,0,1.275594,0,1.291991,0.805306,0.648518,1.026705,1.11581,0.589838,0.926399,0.810674,1.289936,1.613703,1.051445,0.886314,1.63466,0.857458,1.10612,0.993251,0,0.922078,0.487637,0,1.049261,0.768398,0.845238,0.859564,0.378465,2.18126,0.809271,1.136165,0,0,0,1.468794,1.384623,0,0,2.203191,3.633333,0.551636,0,0.52298,0,2.045432,0.263629,hoch
1.22261,0.992392,1.633332,1.178871,0.737682,0.960843,1.220418,1.644634,0.776471,1.717584,1.103627,0,0.662245,1.167005,0.982812,1.184433,0.667655,1.399099,1.3815,0.659635,1.435677,0.576532,1.031261,0.892921,1.281958,0.959208,0.585756,1.877423,0.557509,1.676783,0.795864,0.866503,0,0.549834,0.862554,1.428155,1.156125,1.429276,0.929029,0,1.439718,0,0.7136,0.222396,0.904909,0.648087,1.268148,0.55875,0.949374,0.395609,0.944233,1.288615,0.615726,0.259513,2.393143,0.627659,2.42904,0.991445,0,0,1.405543,0,0,2.214795,3.654412,1.238784,0,1.57179,0.647945,1.190847,0,2.904628,0,0,1.032017,0,0,0.957909,0,1.336262,0,0.682148,0,1.000483,0.612944,hoch
0.27366,0.492549,1.915113,0.448579,1.475844,0,0.792858,1.043015,0.743743,1.173071,1.058267,3.541905,1.090931,1.119578,0,1.261345,0.651759,1.365787,1.517183,0,4.204482,3.376828,0,0,0.866378,0,0,0,1.632705,0,1.165373,3.806424,2.330745,0.268371,1.011718,0.568347,0,2.388932,0.86267,2.734501,0.894695,0,0.771944,0.721736,1.407162,0.701075,1.108819,0.100785,1.076387,1.308231,2.341848,2.130647,0,1.544719,0.791383,1.245355,0,1.049148,0,0,0,0,0,0,0,0,0,0,1.101507,1.897912,0,0,0,0,0.989016,0,0,0,0,1.970129,0,0,0,0,0.083298,hoch
0.397948,1.432496,1.471265,0,1.935719,0,1.152948,0,0.533355,0.487383,0.586246,0,1.454575,0.942802,0,2.522689,0,5.463148,0,0,0,0,0,0,0.577585,0,0,0,0,0,0,0,0,3.220454,1.770506,0,0,0,0,0,0.75268,0,0,0,1.852909,0.663517,0.447792,0,2.825516,2.747286,4.917881,0,0,0,0,0,0,1.377007,0,0,0,0,0,0,0,0,0,0,0,2.53055,0,0,0,0,0,0,0,7.343972,0,0.788052,0,0,0,2.55679,1.453552,hoch
0.489949,0.27435,0.448539,0.071388,1.008559,0,0.540761,0.99593,2.042948,0.520053,0.36891,0,1.612154,0.783704,0.503691,1.765882,0,0,0,0,1.471569,0,0,0,1.010774,0.655459,0.6004,0,1.904822,1.145802,2.447283,1.776331,3.263043,1.127159,0.953349,1.836199,0.693675,0.857566,0.929029,0,0.9119,2.784024,0.786789,0.735616,0.99772,1.071835,1.109746,0.138031,1.842728,1.075025,1.282926,0.583612,3.346338,0,1.083851,0,2.200217,0.718438,2.472637,0,1.592949,0,0,0,2.761111,0,3.708955,1.781362,0.293735,1.01222,0,0,0,0,0,0,0,0,0,2.026419,0,0,0,1.095767,0.596533,hoch
0.271328,2.441755,0.501567,0,1.004202,0,0.16845,0,2.101097,0.332307,0.166547,0,1.131336,1.099936,0,2.943137,0,0,0,0,0,0,0,0,1.347699,0,0,0,0,0,10.876812,0,0,0,1.770506,0,0,0,0,0,1.129019,0,0,0,1.852909,0,1.612052,0,0,3.296743,0,0,0,0,0,0,0,1.652408,0,0,0,0,0,0,0,0,0,0,0,2.53055,0,0,0,0,0.791213,0,0,0,0,2.048935,0,0,0,0,0.495529,hoch
0.542656,0.911589,0.802508,0.474406,1.469004,0,0.673801,0,1.099035,0.797536,1.012607,0,1.357603,0.879949,0.671588,0,1.216616,2.549469,0.944025,0,3.924183,0,0,0,1.078159,1.747889,0,0,2.03181,0,2.175362,0,0,1.502879,0.885253,1.326144,0,1.858059,0,6.380503,1.129019,5.17033,0,0,0.926455,0.995276,1.060561,0.501271,1.115335,0.867564,0,1.412955,2.025415,1.707321,0,2.064667,2.663421,1.087111,0,0,0,0,0,0,0,0,0,5.344086,0,1.51833,0,0,0,0,0.847728,0,0,6.294833,0,1.350946,0,0,0,0,0.132141,hoch
0.350272,0.210146,0.400834,0.255182,1.086488,0,0.362436,0.890006,2.303817,0,0.15767,0,1.810138,0.769955,0,1.177255,0,0,0.944025,3.606006,3.924183,3.151706,0,0,0.26954,0,0,0,1.015905,0,2.175362,0,4.350725,2.504798,0,0,0,0,0,0,1.013222,0,0,0,1.496581,0.714557,1.465502,0,1.541191,1.498519,5.364962,0,0,0,0,0,0,0,0,0,3.982372,0,0,0,0,0,0,0,0.734338,1.687033,0,0,0,0,0,0,0,0,0,2.364155,0,0,0,0,0.355392,hoch
0.500563,0.540565,0.951761,2.516243,1.355056,0,0.849432,0,0.998876,0.735672,0.761997,18.140199,1.15893,0.965797,0.737109,0.646055,0.890207,0.932733,0.69075,1.31927,0,0,0,0,1.479182,0.639472,0,2.503231,1.486691,0,1.591729,0.866503,1.591729,1.099667,0.590169,0.663072,1.502963,0.929029,3.019345,3.190252,0.292709,0,1.70471,0.531278,1.891512,0.903121,0.82336,0.409641,1.230467,0.797599,1.903696,4.330025,1.241384,0.523211,0.804147,1.265441,0,1.06607,0,0,2.389423,0,0,3.765152,0,0,0,1.336022,0.440603,1.51833,0,0,0,0,0,0,0,2.447991,6.055556,1.31342,0,0,0,1.704527,0.914184,hoch
0.230138,0.276144,0.364651,0.125746,1.155956,0,0.357196,0,2.116285,0.84558,0.282528,0,1.357603,0.989942,0,1.177255,0,2.549469,0.944025,0,3.924183,0,0,0,1.078159,0,0,0,3.047716,0,2.175362,0,0,1.001919,0.885253,2.652288,0,0.929029,0,3.190252,0.878126,0,0,0,1.621296,0.774103,1.343377,0.952415,0.423827,2.472557,1.475364,0,0,0,2.492857,0,0,0.413102,0,0,0,0,0,0,0,0,0,3.340054,1.101507,1.265275,0,0,0,5.507979,0,0,0,0,0,0.591039,0,7.844697,0,0,0.350254,hoch
0.192555,0.57762,0.813603,0,1.058809,0,0.557878,1.467791,1.591463,0.707491,0.851003,0,1.454575,0.707102,1.439118,0.630672,2.607034,0,0,0,8.408964,3.376828,0,0,0,1.872739,0,3.665446,2.17694,0,0,0,0,2.146969,1.475422,1.326144,0,0,0,0,0.329297,4.524038,0,1.195376,1.823958,0.870866,1.119481,0.176373,0.941839,3.205166,0,2.237179,2.137938,0,0,0,0,0.918005,0,22.590909,0,0,0,0,0,10.529661,0,0,0,0,0,13.36129,0,0,3.560458,0,0,0,0,0.472831,0,0,0,0,0.58611,hoch
0.291181,2.795115,0.461372,0.636399,2.093779,0,0.602586,0,0.823882,0,0.357467,0,1.357603,0.659962,2.014765,0,3.649848,0,0,0,0,0,0,0,0.80862,5.243668,0,0,3.047716,0,0,0,0,1.502879,0,0,0,0,0,0,2.634378,0,0,0,0,0,1.612052,0,1.69531,0,0,0,0,0,0,0,0,1.652408,0,0,23.894231,0,0,0,0,0,0,0,0,0,20.71,0,0,0,0,0,0,0,0,0,6.526261,1.961174,0,1.917593,2.12715,hoch
0.480742,6.345286,0.338546,0,1.253953,0,0.663249,0,1.121597,0,0.275418,0,0.339401,1.319923,1.007383,0.882941,1.824924,0,0,0,0,0,0,0,2.425859,2.621834,0,0,0,0,0,0,0,0.751439,0,0,0,0,0,0,0.658595,36.192308,0,0,0,1.161155,0,0,0,4.709632,0,0,5.497556,9.268315,0,0,0,2.360583,0,0,0,0,0,0,27.611111,0,0,0,1.468676,0,5.020606,0,0,0.667634,0,0,0,0,0,0.143282,8.437993,0.475436,0,2.55679,1.560861,hoch
0.276566,3.097289,0.194762,0.201485,1.052834,0,0.305248,1.405453,1.716072,0.112907,0.18108,0,1.272753,1.03119,0,0,0,0,0,0,0,0,0,0,2.526936,0,0,0,0,0,0,0,0,2.817897,0,7.956863,0,0,0,0,1.317189,0,0,0,1.621296,0,1.679221,0,1.059569,2.060464,0,3.355769,0,0,0,0,0,0,0,0,7.964744,0,0,0,13.805556,0,0,0,0,0.843517,5.917143,0,0,0,0,0,0,0,0,0.928775,5.593938,0,0,1.643651,2.918329,hoch
0,0.55096,0.727548,0,1.068206,0,0.190046,0,1.777851,0.562365,0.901918,0,3.394008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.514393,0,0,0,11.148352,0,0,0,0,0,0,1.080864,3.096413,0.335844,0.793679,3.178706,0,0,3.355769,4.810361,0,0,0,0,1.032755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.934097,0,0,0,0,0,0,0,0,0,0.559059,hoch
0,1.061108,0.817369,0.966383,1.262426,0,0.823534,0,1.152311,0.812305,0.597103,0,1.131336,0.916613,1.119314,0,2.027693,0,1.573375,0,6.540305,0,0,0,0.898466,2.913149,0,0,1.693175,0,0,0,0,1.669865,1.770506,0,0,0,0,0,0.37634,0,0,0,2.316137,0.663517,0.977001,0,0.770595,2.997039,2.682481,0,10.495334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.71,0,0,0,0,0,0,0,0,0.591039,4.35084,0,0,1.917593,2.691763,hoch
