fromAreaName,fromAreaCentroidLat,fromAreaCentroidLon,toAreaName,toAreaCentroidLat,toAreaCentroidLon,distance,dist_weighted
0103,52.55044,13.380705,0902,52.45407,13.5341,14.920963005552553,0.0
0103,52.55044,13.380705,0903,52.38331,13.612855,24.345061464478977,0.0
0103,52.55044,13.380705,0904,52.41499,13.65442,23.883113540371863,0.0
0103,52.55044,13.380705,0905,52.44875,13.65179,21.55429641016781,0.0
0103,52.55044,13.380705,1001,52.54207,13.55233,11.642529545280649,0.0
0103,52.55044,13.380705,1002,52.531315,13.605685,15.36289101859861,0.0
0103,52.55044,13.380705,1003,52.504185,13.559675,13.154354300070603,0.0
0103,52.55044,13.380705,1004,52.500525,13.61078,16.52499110502561,0.0
0103,52.55044,13.380705,1101,52.575885,13.523585,10.06372716533141,0.0
0103,52.55044,13.380705,1102,52.548635,13.49964,8.044279729849402,0.0
0103,52.55044,13.380705,1103,52.521755,13.48782,7.91584670419317,0.0
0103,52.55044,13.380705,1104,52.50277,13.505785,9.984845962951775,0.0
0103,52.55044,13.380705,1105,52.4853,13.510585,11.388420377777765,0.0
0103,52.55044,13.380705,1210,52.574125,13.35884,3.020019434147081,0.0
0103,52.55044,13.380705,1221,52.58747,13.27701,8.128306885344141,0.0
0103,52.55044,13.380705,1222,52.59791,13.237615,11.01646471559913,0.0
0103,52.55044,13.380705,1223,52.63074,13.299445,10.481315132609911,0.0
0103,52.55044,13.380705,1230,52.601545,13.328725,6.6805540672440875,0.0
0104,52.55159,13.342845,0101,52.51957,13.37972,4.347111596711333,0.0
0104,52.55159,13.342845,0102,52.52735,13.342625,2.6954060874744457,0.019613563428408726
0104,52.55159,13.342845,0103,52.55044,13.380705,2.563005305523395,0.041072397286449375
0104,52.55159,13.342845,0104,52.55159,13.342845,0.0,1.0
0104,52.55159,13.342845,0201,52.50236,13.39747,6.604676406523293,0.0
0104,52.55159,13.342845,0202,52.493465,13.39681,7.423167576572564,0.0
0104,52.55159,13.342845,0203,52.49909,13.433605,8.472311663769053,0.0
0104,52.55159,13.342845,0204,52.51608,13.436655,7.473468308861826,0.0
0104,52.55159,13.342845,0205,52.506925,13.468305,9.833284200050715,0.0
0104,52.55159,13.342845,0301,52.641695,13.47482,13.41052277766383,0.0
0104,52.55159,13.342845,0302,52.61119,13.408325,7.968288584310245,0.0
0104,52.55159,13.342845,0303,52.591265,13.466195,9.431535015041558,0.0
0104,52.55159,13.342845,0304,52.57928,13.39188,4.523794000538011,0.0
0104,52.55159,13.342845,0305,52.55295,13.46232,8.079199956906132,0.0
0104,52.55159,13.342845,0306,52.539255,13.43448,6.346456025617475,0.0
0104,52.55159,13.342845,0307,52.534865,13.423235,5.745644127030791,0.0
0104,52.55159,13.342845,0401,52.53923,13.29955,3.2342068596283586,0.0
0104,52.55159,13.342845,0402,52.509625,13.247195,7.977291124963751,0.0
0104,52.55159,13.342845,0403,52.513675,13.31129,4.7254613263990395,0.0
0104,52.55159,13.342845,0404,52.48362,13.288505,8.404848211597045,0.0
0104,52.55159,13.342845,0405,52.48926,13.316955,7.1487198737514035,0.0
0104,52.55159,13.342845,0406,52.485855,13.229945,10.572738160891001,0.0
0104,52.55159,13.342845,0501,52.56154,13.187695,10.546958833453662,0.0
0104,52.55159,13.342845,0502,52.524285,13.17004,12.07521303409782,0.0
0104,52.55159,13.342845,0503,52.54521,13.2452,6.640430125905665,0.0
0104,52.55159,13.342845,0504,52.470615,13.1505,15.827453018174367,0.0
0104,52.55159,13.342845,0601,52.455195,13.33326,10.73825111803905,0.0
0104,52.55159,13.342845,0602,52.42235,13.33376,14.383992431513597,0.0
0104,52.55159,13.342845,0603,52.43167,13.276485,14.071046726040313,0.0
0104,52.55159,13.342845,0604,52.42953,13.199145,16.69942287924623,0.0
0104,52.55159,13.342845,0701,52.496345,13.356705,6.2141179677974785,0.0
0104,52.55159,13.342845,0702,52.482685,13.35553,7.709813860519303,0.0
0104,52.55159,13.342845,0703,52.467845,13.34195,9.312216119650131,0.0
0104,52.55159,13.342845,0704,52.46499,13.391135,10.168970244154888,0.0
0104,52.55159,13.342845,0705,52.43506,13.38959,13.338414517692707,0.0
0104,52.55159,13.342845,0706,52.40867,13.36953,15.994398845958884,0.0
0104,52.55159,13.342845,0707,52.397135,13.403635,17.66125099804701,0.0
0104,52.55159,13.342845,0801,52.47731,13.442305,10.654478364594755,0.0
0104,52.55159,13.342845,0802,52.43766,13.43909,14.245842321598433,0.0
0104,52.55159,13.342845,0803,52.42814,13.465255,16.035007524532244,0.0
0104,52.55159,13.342845,0804,52.420225,13.4878,17.598528980300692,0.0
0104,52.55159,13.342845,0901,52.462155,13.48516,13.844566435752704,0.0
0104,52.55159,13.342845,0902,52.45407,13.5341,16.8869959664384,0.0
0104,52.55159,13.342845,0903,52.38331,13.612855,26.166523843034025,0.0
0104,52.55159,13.342845,0904,52.41499,13.65442,25.997577423791082,0.0
0104,52.55159,13.342845,0905,52.44875,13.65179,23.83502466409526,0.0
0104,52.55159,13.342845,1001,52.54207,13.55233,14.204672127292836,0.0
0104,52.55159,13.342845,1002,52.531315,13.605685,17.917560681426114,0.0
0104,52.55159,13.342845,1003,52.504185,13.559675,15.586545272404344,0.0
0104,52.55159,13.342845,1004,52.500525,13.61078,18.994632630853292,0.0
0104,52.55159,13.342845,1101,52.575885,13.523585,12.511879439180612,0.0
0104,52.55159,13.342845,1102,52.548635,13.49964,10.60662572826358,0.0
0104,52.55159,13.342845,1103,52.521755,13.48782,10.351351777135145,0.0
0104,52.55159,13.342845,1104,52.50277,13.505785,12.287010079485224,0.0
0104,52.55159,13.342845,1105,52.4853,13.510585,13.533294965862904,0.0
0104,52.55159,13.342845,1210,52.574125,13.35884,2.7290756925748125,0.014368792057157603
0104,52.55159,13.342845,1221,52.58747,13.27701,5.976172203643335,0.0
0104,52.55159,13.342845,1222,52.59791,13.237615,8.780365656319477,0.0
0104,52.55159,13.342845,1223,52.63074,13.299445,9.276521357353756,0.0
0104,52.55159,13.342845,1230,52.601545,13.328725,5.63609229365846,0.0
0201,52.50236,13.39747,0101,52.51957,13.37972,2.2594333519135095,0.09588232784683962
0201,52.50236,13.39747,0102,52.52735,13.342625,4.636272728192244,0.0
0201,52.50236,13.39747,0103,52.55044,13.380705,5.465229378662652,0.0
0201,52.50236,13.39747,0104,52.55159,13.342845,6.604676406523293,0.0
0201,52.50236,13.39747,0201,52.50236,13.39747,0.0,1.0
0201,52.50236,13.39747,0202,52.493465,13.39681,0.990087454040638,0.4539428831729204
0201,52.50236,13.39747,0203,52.49909,13.433605,2.472858876225698,0.05649089454199836
0201,52.50236,13.39747,0204,52.51608,13.436655,3.05943325062326,0.0
0201,52.50236,13.39747,0205,52.506925,13.468305,4.821194705442972,0.0
0201,52.50236,13.39747,0301,52.641695,13.47482,16.351411091933194,0.0
0201,52.50236,13.39747,0302,52.61119,13.408325,12.123573787641284,0.0
0201,52.50236,13.39747,0303,52.591265,13.466195,10.923573343910874,0.0
0201,52.50236,13.39747,0304,52.57928,13.39188,8.561464289871413,0.0
0201,52.50236,13.39747,0305,52.55295,13.46232,7.133753400117244,0.0
0201,52.50236,13.39747,0306,52.539255,13.43448,4.806365309580136,0.0
0201,52.50236,13.39747,0307,52.534865,13.423235,4.012854848072354,0.0
0201,52.50236,13.39747,0401,52.53923,13.29955,7.79108896145992,0.0
0201,52.50236,13.39747,0402,52.509625,13.247195,10.202934835885424,0.0
